-1	1
-0.999	1.62911
-0.998	1.58279
-0.997	1.91586
-0.996	1.77936
-0.995	1.86049
-0.994	1.75543
-0.993	1.83905
-0.992	1.71811
-0.991	1.97562
-0.99	1.88931
-0.989	2.11847
-0.988	2.10328
-0.987	2.08984
-0.986	1.89396
-0.985	1.97424
-0.984	1.86394
-0.983	1.93545
-0.982	1.94941
-0.981	2.11602
-0.98	1.96999
-0.979	1.77414
-0.978	1.77352
-0.977	1.70132
-0.976	1.76571
-0.975	1.65
-0.974	1.70206
-0.973	1.80005
-0.972	1.8748
-0.971	1.74849
-0.97	1.66249
-0.969	1.42893
-0.968	2.21766
-0.967	2.21374
-0.966	2.47224
-0.965	2.35143
-0.964	2.50236
-0.963	2.24896
-0.962	2.31571
-0.961	2.06949
-0.96	2.38408
-0.959	2.18846
-0.958	2.50308
-0.957	2.43875
-0.956	2.63124
-0.955	2.44373
-0.954	2.479
-0.953	2.28194
-0.952	2.55128
-0.951	2.5774
-0.95	2.8625
-0.949	2.53303
-0.948	2.53068
-0.947	2.34911
-0.946	2.42764
-0.945	2.24255
-0.944	2.2114
-0.943	2.26891
-0.942	2.36453
-0.941	2.28111
-0.94	2.25899
-0.939	2.11294
-0.938	1.95016
-0.937	1.94916
-0.936	2.10994
-0.935	2.25399
-0.934	2.27411
-0.933	2.35553
-0.932	2.25804
-0.931	2.1984
-0.93	2.22767
-0.929	2.41064
-0.928	2.32991
-0.927	2.50968
-0.926	2.51003
-0.925	2.8375
-0.924	2.5504
-0.923	2.52228
-0.922	2.25094
-0.921	2.446
-0.92	2.40873
-0.919	2.59424
-0.918	2.39975
-0.917	2.46208
-0.916	2.14546
-0.915	2.33908
-0.914	2.02249
-0.913	2.26671
-0.912	2.19796
-0.911	2.44936
-0.91	2.29643
-0.909	2.41524
-0.908	2.15474
-0.907	2.15666
-0.906	1.36593
-0.905	1.59749
-0.904	1.68149
-0.903	1.8058
-0.902	1.72905
-0.901	1.62906
-0.9	1.575
-0.899	1.68871
-0.898	1.63418
-0.897	1.69964
-0.896	1.69114
-0.895	1.88024
-0.894	2.03852
-0.893	1.86753
-0.892	1.84207
-0.891	1.7662
-0.89	1.88873
-0.889	1.80646
-0.888	1.98846
-0.887	1.99991
-0.886	2.02496
-0.885	1.7938
-0.884	1.86387
-0.883	1.60674
-0.882	1.73517
-0.881	1.65193
-0.88	1.74075
-0.879	1.66236
-0.878	1.80398
-0.877	1.47366
-0.876	1.50136
-0.875	0.875
-0.874	2.24936
-0.873	2.21966
-0.872	2.54798
-0.871	2.40436
-0.87	2.48075
-0.869	2.38993
-0.868	2.47117
-0.867	2.34074
-0.866	2.59587
-0.865	2.5238
-0.864	2.75296
-0.863	2.72591
-0.862	2.71246
-0.861	2.52846
-0.86	2.60873
-0.859	2.4842
-0.858	2.55807
-0.857	2.58153
-0.856	2.75052
-0.855	2.59024
-0.854	2.39914
-0.853	2.40564
-0.852	2.33818
-0.851	2.39071
-0.85	2.275
-0.849	2.32706
-0.848	2.42505
-0.847	2.4998
-0.846	2.37349
-0.845	2.28749
-0.844	2.05393
-0.843	2.84266
-0.842	2.83874
-0.841	3.09724
-0.84	2.97643
-0.839	3.12736
-0.838	2.87396
-0.837	2.94071
-0.836	2.69449
-0.835	3.00908
-0.834	2.81346
-0.833	3.12808
-0.832	3.06375
-0.831	3.25624
-0.83	3.06873
-0.829	3.104
-0.828	2.90694
-0.827	3.17628
-0.826	3.2024
-0.825	3.4875
-0.824	3.1578
-0.823	3.15568
-0.822	2.97391
-0.821	3.05264
-0.82	2.86767
-0.819	2.8364
-0.818	2.89404
-0.817	2.98953
-0.816	2.90611
-0.815	2.88399
-0.814	2.73794
-0.813	2.57516
-0.812	2.57416
-0.811	2.73494
-0.81	2.87899
-0.809	2.89911
-0.808	2.98053
-0.807	2.88304
-0.806	2.8234
-0.805	2.85267
-0.804	3.03564
-0.803	2.95491
-0.802	3.13468
-0.801	3.1348
-0.8	3.4625
-0.799	3.17484
-0.798	3.14728
-0.797	2.87609
-0.796	3.071
-0.795	3.03329
-0.794	3.21924
-0.793	3.02453
-0.792	3.08708
-0.791	2.77046
-0.79	2.96408
-0.789	2.64749
-0.788	2.89171
-0.787	2.82296
-0.786	3.07436
-0.785	2.92143
-0.784	3.04024
-0.783	2.77974
-0.782	2.78166
-0.781	1.99093
-0.78	2.22249
-0.779	2.30649
-0.778	2.4308
-0.777	2.35405
-0.776	2.25406
-0.775	2.2
-0.774	2.31371
-0.773	2.25918
-0.772	2.32464
-0.771	2.31614
-0.77	2.50524
-0.769	2.66352
-0.768	2.49253
-0.767	2.46707
-0.766	2.3912
-0.765	2.51373
-0.764	2.43146
-0.763	2.61346
-0.762	2.62491
-0.761	2.64996
-0.76	2.4188
-0.759	2.48887
-0.758	2.23174
-0.757	2.36017
-0.756	2.27693
-0.755	2.36575
